ID_PLANO,CD_PLANO,NM_PLANO,CD_OPERADORA,RAZAO_SOCIAL,GR_MODALIDADE,PORTE_OPERADORA,VIGENCIA_PLANO,CONTRATACAO,GR_CONTRATACAO,SGMT_ASSISTENCIAL,GR_SGMT_ASSISTENCIAL,LG_ODONTOLOGICO,OBSTETRICIA,COBERTURA,TIPO_FINANCIAMENTO,ABRANGENCIA_COBERTURA,FATOR_MODERADOR,ACOMODACAO_HOSPITALAR,LIVRE_ESCOLHA,SITUACAO_PLANO,DT_SITUACAO,DT_REGISTRO_PLANO,DT_ATUALIZACAO,Previsão,Código do Plano,Assertividade
1446680,705691995,Unimed Beta,393321,Unimed-Rio Cooperativa De Trabalho Medico Do Rio De Janeiro,Cooperativa Médica,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Individual,Ausente,Suspenso,2023-03-29,1999-06-24,2023-08-24,2,2,True
18526261,493111224,PLAMEDH AMBULATORIAL,413551,Plamedh - Plano De Assistência Médico-Hospitalar Ltda,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial,Ambulatorial,0,Não se Aplica,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Não se Aplica,Ausente,Suspenso,2023-03-03,2022-08-16,2023-08-24,2,1,False
18656679,496444236,EMPRESARIAL BÁSICO SP CP,701,Unimed Seguros Saúde S/A,Seguradora,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Estadual,Coparticipacão,Coletiva,Parcial com internação,Ativo,2023-07-26,2023-07-26,2023-08-24,2,2,True
18244034,485491208,Nacional Participativo Pessoa Física Apt com Obstetrícia,357391,Unimed Vitoria Cooperativa De Trabalho Medico,Cooperativa Médica,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Ausente,Suspenso,2023-07-17,2020-04-30,2023-08-24,2,2,True
18408609,489823211,Uniflex Apto 50 - Funcionários Ativos,372561,Unimed Alto Vale - Cooperativa De Trabalho Médico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Ausente,Suspenso,2023-04-10,2021-09-15,2023-08-24,2,2,True
18643458,495966233,RISO COMPANY ORTO,365297,Assistência Odontológica Especializada Ltda,Odontologia De Grupo,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Preestabelecido,Nacional,Franquia,Não se Aplica,Ausente,Ativo,2023-06-19,2023-06-19,2023-08-24,13,13,True
5215810,457759081,METROP 31,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Transferido,2023-04-05,2008-08-07,2023-08-24,2,2,True
5215824,457766083,METROP 37,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Hospitalar com obstetrícia,Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Transferido,2023-04-05,2008-08-07,2023-08-24,2,9,False
16808809,479385174,METROP 69,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Transferido,2023-04-05,2017-11-01,2023-08-24,2,2,True
18438251,490555215,MIX AHO CE GM APT CC LIC AD 069,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Transferido,2023-04-05,2021-11-11,2023-08-24,2,2,True
18263517,485918209,NOSSO PLANO A CE MUN CC RN1 21,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial,Ambulatorial,0,Não se Aplica,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Não se Aplica,Ausente,Transferido,2023-04-05,2020-06-10,2023-08-24,2,1,False
18263612,485927208,NOSSO PLANO AHO IN MUN ENF CC RN1 13,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Coletiva,Ausente,Transferido,2023-04-05,2020-06-10,2023-08-24,2,2,True
18263667,485932204,NOSSO PLANO AHO CA MUN APT CC RN1 18,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Individual,Ausente,Transferido,2023-04-05,2020-06-10,2023-08-24,2,2,True
18336026,487727206,NOSSO PLANO AHO CE GM ENF SC SF AD 059,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Transferido,2023-04-05,2020-12-22,2023-08-24,2,2,True
18272457,486137200,NOSSO MIX AHO CE APT GM RN2CORP AD 40,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Transferido,2023-04-05,2020-07-06,2023-08-24,2,2,True
1441113,705116996,Plano Millenium I Pleno,360244,Plano De Saúde Ana Costa Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Suspenso,2023-06-14,1999-06-01,2023-08-24,2,2,True
1441145,706523990,Plano Millenium II Standard,360244,Plano De Saúde Ana Costa Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-06-14,1999-07-02,2023-08-24,2,2,True
18501135,492562229,Ana Costa PF QP GM,360244,Plano De Saúde Ana Costa Ltda.,Medicina De Grupo,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-07-03,2022-06-02,2023-08-24,2,2,True
18551881,493819224,NOSSO PLANO AHO CE MUN ENF RN1CORP 072,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Transferido,2023-04-05,2022-11-16,2023-08-24,2,2,True
18594083,494426237,NOSSO PLANO AH CE GM APT CC RN1CORP 081,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Transferido,2023-04-05,2023-02-03,2023-08-24,2,4,False
18316446,487268201,MIX AHO CE GM ENF CC SF 048,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Transferido,2023-04-05,2020-10-29,2023-08-24,2,2,True
5215800,457754080,METROP 39,414131,Rn Metropolitan Ltda,Medicina De Grupo,Sem beneficiários,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Transferido,2023-04-05,2008-08-07,2023-08-24,2,2,True
18620072,495081230,Especial Citi Administrado Trad.10 AHO QP,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Nacional,Ausente,Individual,Parcial com internação,Ativo,2023-04-11,2023-04-11,2023-08-24,2,2,True
18648158,496129233,Clássico Adesão Trad.23 ASM F HO QP COP,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Hospitalar com obstetrícia,Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Parcial com internação,Ativo,2023-07-04,2023-07-04,2023-08-24,2,9,False
18648195,496132233,Exato Adesão Trad.23 ASM HO QC,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Hospitalar com obstetrícia,Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Coletiva,Parcial com internação,Ativo,2023-07-04,2023-07-04,2023-08-24,13,9,False
18648656,496173231,Direto SP II Adesão Trad.23 ASM F AHO QP,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Parcial sem internação,Ativo,2023-07-04,2023-07-04,2023-08-24,2,2,True
18650028,496240231,Clássico Administrado Trad.23 AHO QC COP RM,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Nacional,Coparticipacão,Coletiva,Parcial sem internação,Ativo,2023-07-06,2023-07-06,2023-08-24,2,2,True
18650138,496251236,Executivo Administrado Trad.23 AHO QP COP RM R3,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Nacional,Coparticipacão,Individual,Parcial sem internação,Ativo,2023-07-06,2023-07-06,2023-08-24,2,2,True
18650213,496258233,Direto BSB Adesão Trad.23 ASM F AHO QC COP,416428,Sul América Serviços De Saúde S.A.,Medicina De Grupo,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Parcial sem internação,Ativo,2023-07-06,2023-07-06,2023-08-24,2,2,True
18618313,494966238,MULTIMAX 23 CE APTO SEM COPART,317144,Unimed De Fortaleza Sociedade Cooperativa Médica Ltda.,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de estados,Ausente,Individual,Ausente,Ativo,2023-04-10,2023-04-10,2023-08-24,2,2,True
18660217,496552233,STANDARD AH ENF COPART,318477,Operadora Unicentral De Planos De Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-08-10,2023-08-10,2023-08-24,2,4,False
18602790,494711238,Pênfigo Emp Enf Livre,318477,Operadora Unicentral De Planos De Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Ausente,Coletiva,Ausente,Ativo,2023-03-03,2023-03-03,2023-08-24,2,2,True
18267584,486031204,Advent Senior Apto,318477,Operadora Unicentral De Planos De Saúde Ltda.,Medicina De Grupo,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Ativo,2023-06-23,2020-06-24,2023-08-24,2,2,True
16786539,478949171,UNIPLUS PLENO LOCAL ENF,337188,Cooperativa De Trabalho Médico De Pouso Alegre,Cooperativa Médica,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Suspenso,2023-03-20,2017-09-11,2023-08-24,2,2,True
18646977,496093239,PRÓ SAÚDE APTO,371254,Unimed Regional Maringá Coop.De Trabalho Médico,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Individual,Ausente,Ativo,2023-06-30,2023-06-30,2023-08-24,2,2,True
18449898,490908219,EMPRESARIAL/AMB/HOSP/SEM_OBST/NACIONAL/COPART,371254,Unimed Regional Maringá Coop.De Trabalho Médico,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Coletiva,Ausente,Cancelado,2023-03-17,2021-12-29,2023-08-24,2,4,False
1499827,400106981,Plano Coletivo Empresarial em custo operacional,336858,Unimed Francisco Beltrao Cooperativa De Trabalho Medico,Cooperativa Médica,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Estadual,Ausente,Coletiva,Ausente,Cancelado,2023-07-31,1998-12-22,2023-08-24,2,2,True
18645665,496056234,RML Business Lite 50 + Obs,326755,Associação Evangelica Beneficente De Londrina,Filantropia,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-06-26,2023-06-26,2023-08-24,2,2,True
18617306,494933231,APS Classe Lite 50,326755,Associação Evangelica Beneficente De Londrina,Filantropia,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Coletiva,Ausente,Ativo,2023-04-06,2023-04-06,2023-08-24,2,4,False
16495426,472708148,Adesão Vida Mais I,412759,Terramar Administradora De Plano De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-07-19,2014-12-01,2023-08-24,2,2,True
16495437,472709146,Adesão Vida Mais IV,412759,Terramar Administradora De Plano De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-07-19,2014-12-01,2023-08-24,2,2,True
16495448,472710140,Adesão Vida Mais III,412759,Terramar Administradora De Plano De Saude Ltda,Medicina De Grupo,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Individual,Ausente,Suspenso,2023-07-19,2014-12-01,2023-08-24,2,2,True
15806043,464732117,PLANO ALUMÍNIO - ENFERMARIA,351776,Unimed De Registro Cooperativa De Trabalho Médico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-06-16,2011-05-26,2023-08-24,2,2,True
1346263,428864995,Pós-Pagamento c/ percent Administração sobre utilização Apto,306762,Unimed Regional Jau - Cooperativa De Trabalho Médico,Cooperativa Médica,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Pós-estabelecido,Grupo de municípios,Ausente,Individual,Ausente,Cancelado,2023-08-01,1999-12-30,2023-08-24,2,2,True
18645180,496044231,HAPVIDA INTERODONTO PROTEÇÃO ODONTOLOGICA IND,392804,Centro Clínico Gaúcho Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Misto,Nacional,Ausente,Não se Aplica,Ausente,Ativo,2023-06-22,2023-06-22,2023-08-24,13,13,True
18597602,407871993,PADRÃO ISF-SP,392804,Centro Clínico Gaúcho Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Referência,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Municipal,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-18,1999-02-10,2023-08-24,2,14,False
18623304,495166232,NOSSO PLANO VAREJO A GM CCG,392804,Centro Clínico Gaúcho Ltda,Medicina De Grupo,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial,Ambulatorial,0,Não se Aplica,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Não se Aplica,Ausente,Ativo,2023-04-19,2023-04-19,2023-08-24,2,1,False
18623499,495184231,NOSSO PLANO IN AH GM CC ENF CCG,392804,Centro Clínico Gaúcho Ltda,Medicina De Grupo,Grande,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar sem obstetrícia,Ambulatorial + Hospitalar,0,Sem Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Franquia + Coparticipacão,Coletiva,Ausente,Ativo,2023-04-19,2023-04-19,2023-08-24,2,4,False
1495774,411215996,BÁSICO C/ OBSTETRÍCIA - ENFERMARIA,324299,Plamer Plano Medico Resende Ltda,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Referência,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Ativo,2023-06-20,1999-03-24,2023-08-24,2,14,False
18606961,494813231,Vitality,419958,Associação Plano De Saúde Santa Casa De Valinhos,Medicina De Grupo,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-03-16,2023-03-16,2023-08-24,2,2,True
18371174,488808211,UNISAÚDE REGIONAL,325571,Unimed Nordeste Rs Sociedade Cooperativa De Serviços Médicos Ltda.,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Ativo,2023-05-22,2021-05-10,2023-08-24,2,2,True
18567465,494113226,UNIPART NACIONAL - CE,325571,Unimed Nordeste Rs Sociedade Cooperativa De Serviços Médicos Ltda.,Cooperativa Médica,Grande,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-22,2022-12-13,2023-08-24,2,2,True
16781871,478828171,Plano Pleno Familiar Privativo,356417,Unimed Vale Do Sinos - Cooperativa De Assistência À Saúde Ltda,Cooperativa Médica,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Franquia + Coparticipacão,Individual,Ausente,Cancelado,2023-06-01,2017-08-16,2023-08-24,2,2,True
16483412,472432141,Unimaster Especial Empresarial,343722,Unimed Ponte Nova Cooperativa De Trabalho Medico Ltda,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Individual,Ausente,Suspenso,2023-07-05,2014-11-06,2023-08-24,2,2,True
18639597,495791231,UNIMED FLEX NACIONAL EMPRESARIAL APARTAMENTO,334154,Unimed De Caçapava - Cooperativa De Trabalho Medico,Cooperativa Médica,Pequeno,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Coparticipacão,Individual,Parcial com internação,Ativo,2023-06-06,2023-06-06,2023-08-24,2,2,True
18130023,482833190,Clássico Regional São Paulo ADS I - E (EF),339679,Unimed Nacional - Cooperativa Central,Cooperativa Médica,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-05-25,2019-05-08,2023-08-24,2,2,True
18466528,491468226,EXTREMAMEDIC ODONTO COLETIVO POR ADESÃO,411868,Extremamedic Planos De Saúde Ltda,Medicina De Grupo,Pequeno,P,Coletivo por adesão,Coletivo por adesão,Odontológico,Exclusivamente Odontológico,1,Não se Aplica,Odontológica,Preestabelecido,Grupo de municípios,Coparticipacão,Não se Aplica,Ausente,Cancelado,2023-08-18,2022-02-07,2023-08-24,2,13,False
1447231,403629998,AMBULATORIAL,386588,Unimed Governador Valadares Coop. De Trabalho Médico Ltda.,Cooperativa Médica,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial,Ambulatorial,0,Não se Aplica,Médico-hospitalar,Preestabelecido,Estadual,Coparticipacão,Não se Aplica,Ausente,Suspenso,2023-05-02,1999-01-15,2023-08-24,2,1,False
16111492,466644125,Unipar Grupo de Estados,386588,Unimed Governador Valadares Coop. De Trabalho Médico Ltda.,Cooperativa Médica,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de estados,Coparticipacão,Coletiva,Ausente,Suspenso,2023-04-19,2012-03-29,2023-08-24,2,2,True
16648675,475761161,OURO L30,414492,Life Empresarial Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de estados,Ausente,Individual,Ausente,Suspenso,2023-07-31,2016-04-08,2023-08-24,2,2,True
15255876,460308097,REFERÊNCIA COLETIVO,414492,Life Empresarial Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo empresarial,Coletivo empresarial,Referência,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Coletiva,Ausente,Cancelado,2023-07-12,2009-10-28,2023-08-24,2,14,False
17533678,480021184,EXECUTIVO PRIME,414492,Life Empresarial Saúde Ltda.,Medicina De Grupo,Médio,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Individual,Ausente,Suspenso,2023-07-31,2018-02-16,2023-08-24,2,2,True
16715221,477331164,Plusnac Enfermaria,350346,Unimed Caceres Cooperativa De Trabalho Médico,Cooperativa Médica,Pequeno,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Nacional,Ausente,Coletiva,Ausente,Suspenso,2023-07-20,2016-12-12,2023-08-24,2,2,True
18109410,482354191,Plano Especial PF - Enfermaria,358096,Unimed Apucarana Cooperativa De Trabalho Médico,Cooperativa Médica,Médio,P,Individual ou familiar,Individual ou Familiar,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Coparticipacão,Coletiva,Ausente,Suspenso,2023-07-03,2019-02-22,2023-08-24,2,2,True
18575616,494210228,Clássico Regional Salvador ADS - E (EA) R2,339679,Unimed Nacional - Cooperativa Central,Cooperativa Médica,Grande,P,Coletivo por adesão,Coletivo por adesão,Ambulatorial + Hospitalar com obstetrícia,Ambulatorial + Hospitalar,0,Com Obstetrícia,Médico-hospitalar,Preestabelecido,Grupo de municípios,Ausente,Coletiva,Ausente,Suspenso,2023-05-25,2022-12-27,2023-08-24,2,2,True
